subsample,colsample_bytree,roc_auc_mean,roc_auc_std,f1_mean,f1_std
0.6,0.6,0.9704454784668689,0.010838338880501177,0.8393560875074849,0.012465480847744521
0.6,0.8,0.9728864916030692,0.01106928039511943,0.8486996333071045,0.008071654615936182
0.6,1.0,0.9738279150043856,0.010451234744162458,0.8621928646292333,0.01530872760692335
0.8,0.6,0.9709470565085537,0.012178209140986745,0.8430727138077238,0.008375105390433842
0.8,0.8,0.9720170896641483,0.012511610353690856,0.8599243880923727,0.019937862606847774
0.8,1.0,0.9746535896268517,0.011057975268121576,0.8635999474303403,0.024979861770636647
1.0,0.6,0.9707104145606819,0.01298457658558939,0.8383621700821999,0.03060100505801864
1.0,0.8,0.9715232282077202,0.01222865828564732,0.8513536634737099,0.018461483546128445
1.0,1.0,0.9728453364817001,0.011701081400244092,0.865712082028946,0.02380890966822158
